adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,[18],930873,tl,Mundo Man Ang Magunaw,"After more than a decade of imprisonment, Dolores is ready to start a new life again and rebuild the family she never had.",0.1537,/fAleGbzlDQhKvwLPZP3WrH1Tk80.jpg,1990-05-31,Mundo Man Ang Magunaw,False,0.0,0
False,/2kp743IOowQIPNGj5LHVRkmskAD.jpg,[18],367258,lb,A Wopbobaloobop a Lopbamboom,Luxembourg in the 60s. Youngsters from France come over to a small south Luxembourg village Dudelange to party there. And looking for girls. And then starts the fighting. Teenager love and rock 'n roll.,0.2585,/lbSKSxDorf81PdaHpoNyObJc4Mo.jpg,1990-03-26,A Wopbobaloobop a Lopbamboom,False,6.7,3
False,,[18],300208,tr,Kiraz Çiçek Açıyor,,0.1266,/vGQ7yT5lxNgQ4pyLMmFVNz2bKbF.jpg,1990-01-01,Cheery blossom time,False,0.0,0
False,/i1ekzG6rUnplQJGCqk1YwMxLhEK.jpg,[18],1004118,zh,奇缘巧配,,0.1147,/34mmc3XkRBZ1DGl90WhP1Rlx7WO.jpg,1990-12-01,奇缘巧配,False,0.0,0
False,,"[18, 10749]",839218,ru,Пришел мужчина к женщине,"In the apartment of a new residential building, lonely telephone operator Dina Fedorovna is bored. Friends decide to introduce her to Viktor Petrovich, a lonely pharmacist.",0.121,/xmuu5G2ogNZYd6lwPWedLR7QJFs.jpg,1990-01-01,A Man Came to a Woman,False,0.0,0
False,,[27],422986,es,Imagen de muerte,Incriminating photographs of both a famous actor and a psycho killer have professional photographer Tony (who's trying to make money to pay for his ailing sister's hospital bills) running for his life.,0.127,/ktvVDshw4ZcqMcFh12BAcKGdmZA.jpg,1990-01-01,Images of Death,False,6.0,3
False,,[],570338,fr,Le Sixième Doigt,,0.0815,/uD7mhHR3wNxPejjWme1YeVCwI2T.jpg,1990-09-26,Le Sixième Doigt,False,0.0,0
False,,[99],451763,en,Surfers: The Movie,"A largely forgotten film from a transitional time in surfing history. Clips were used in songs in Anderson .Paak's albums ""Venice"" and ""Malibu"".",0.1534,/8fBN2mJeagzXZoSL6qtystcMmmH.jpg,1990-01-01,Surfers: The Movie,False,0.0,0
False,,[18],1227181,es,Eduardo,It is the story of a boy who transforms when he is left alone at home.,0.1222,,1990-01-01,Eduardo,False,0.0,0
False,,"[35, 10770]",538074,ru,Провинциальный анекдот,"The driver and the forwarder, who came on a business trip, drank everything they had and the next morning they went to ask passers-by for money. There was a kind person who gave them a large sum, but instead of gratitude, the drunkards interrogated the donor with bias...",0.1334,/xwFrBk5Af3UlyG6KScSMyZP8smC.jpg,1990-01-01,Provincial Anecdote,False,7.0,1
False,,"[53, 28, 80]",124641,en,Lock 'n' Load,"A Vietnam vet has nightmares about murder and zombies, and then discovers that he and other vets have been programmed to commit crimes and then kill themselves afterwards so they can't be traced. He investigates to try to find out who is responsible.",0.1064,/ljD5lCHy8oupQ8OyhVyeCksiUNF.jpg,1990-01-01,Lock 'n' Load,False,4.7,3
False,/wGoRdwkA30ZWdOc418INadbMq30.jpg,[14],217433,de,König Phantasios,,0.1145,/afIBZURe9yyAYerIodJu2xQtaid.jpg,1990-06-30,Imaginative King,False,0.0,0
False,,[18],1374116,it,Lolita 2000,"A young girl, Lolita, runs away from home. After many adventures, she meets Marco, the son of a government official. Meanwhile, Karpov, vice-minister of the Soviet Union, arrives in Rome. In concluding a trade agreement, he is about to be the victim of a colossal scam. Lolita, despite her modest intelligence, discovers the shady affair, all in favor of Marco, something which opens up horizons of lucrative activity. While Karpov leaves Rome, Lolita starts wandering again, venturing further into her many occasional ""friendships"".",0.1577,/pwTk686paLQqGPpYW7cykpKP0gR.jpg,1990-04-06,Lolita 2000,False,0.0,0
False,,[18],1153474,ru,Еврейское счастье,"The hero of the film, Mark, the last of the old Jewish family living in Russia and then in the USSR, emigrates to his historical homeland in the early 90s. Under a formal pretext, before leaving, Mark literally comes to the small town where his childhood was spent for one day.",0.2233,/6BXAfVtdTIs0yx0AmVXzLXBS99n.jpg,1990-07-13,Jewish Happiness,False,0.0,0
False,,[],1135789,ja,若妻　復讐のセックス,1990 Pink film directed by Sakae Nitta.,0.1437,,1990-06-14,Young Wife Revenge Sex,False,2.0,1
False,,"[99, 10402]",727974,en,Banned in the USA,"A video portrait of 2 Live Crew as they fought to release their album ""Banned in the USA"" during the censorship crisis of the late  80s and early 90s that ultimately resulted in the ""PARENTAL ADVISORY EXPLICIT CONTENT"" sticker.  This 49-minute documentary was directed by Penelope Spheeris.",0.0727,/zFUB86l1cEnSEKh0oWwJKe2K1tG.jpg,1990-08-07,Banned in the USA,False,0.0,0
False,,[],266171,en,Postcards,"A separated couple try to keep in touch through postcards of typically ""American"" sights: motels, monuments, parks; but their postcards cross in the mail. Misunderstandings arise; passion subsides; romance fades... Yet the postcards keep on coming.",0.1592,/sWpzeWxtBbJHmsgbqAI122ByGMH.jpg,1990-02-18,Postcards,False,7.0,2
False,,"[18, 10770]",923504,pl,Szklany dom,"The main character of the film has just received her dream apartment in an old tenement house. However, it is not allowed to enjoy it for too long. When he returns home with the child, it turns out that the tenement house has disappeared. The woman's goal is to find her own home.",0.1709,,1990-12-10,Szklany dom,False,0.0,0
False,,"[28, 80]",5732,en,Sher Mountain Killings Mystery,"A gem with magic powers falls into the wrong hands. A man known as ""The Protector"" is charged with tracking down the criminals who stole it and getting it back.",0.1013,/15GrXiloqdyZg8GL4YnWlFAfYx3.jpg,1990-11-06,Sher Mountain Killings Mystery,False,4.0,2
False,,[],449062,en,Tooth Truth With Harv and Marv (Second Edition),"Presents young viewers with the correct ways to floss and brush teeth, information about nutritious foods, and the basics and importance of good dental hygiene",0.2289,/hQLaVOX5J06NioRoQxQR3HDbzTs.jpg,1990-01-01,Tooth Truth With Harv and Marv (Second Edition),False,4.5,1
False,,[],788386,es,La mujer feliz,A young innocent man pursued for murder finds refuge with a bored married woman. Soon they become lovers. What is going to happen next?,0.1291,/o0GFTzMjcwdWRcK1Vxd3pDFht8s.jpg,1990-02-09,La mujer feliz,False,0.0,0
False,,"[28, 10749]",307999,te,ప్రేమ యుద్ధం,"Kalyan, a dancer, falls in love with a girl who comes to him in order to learn dancing. However, the lovers face many problems while they strive to be together.",0.1356,/tsBuCkY7gnlTb1qWrQzKa7Rx1LW.jpg,1990-03-23,Prema Yuddham,False,8.0,1
False,,[],1280435,tl,Apoy sa Lupang Hinirang,A big-screen adaptation of D.G. Salonga's novel serialized in Tagalog Klasiks,0.1511,,1990-09-26,Apoy sa Lupang Hinirang,False,0.0,0
False,/ildrwoXnPnUAw8eFBnAKjXH74X0.jpg,[28],1145455,tl,Kapag wala nang batas,"This crime drama casts Chuck Perez as Gabriel, a seminarian who tries to turn away from the lawlessness brought upon his family that has ties with the syndicates. But when rival gangs target loved ones, he is forced to abandon his vocation to join the bloody feud.",0.151,/hMwabNNlFTdER87q1j5lupSHEEY.jpg,1990-02-01,Kapag wala nang batas,False,0.0,0
False,,[99],711967,ko,벼랑에 선 도시빈민,"Unlike “trilogy on torn-down neighborhoods,” (The Sang-kye dong Olympics, Haengdang-dong People, and Another World We Are Making), Standing on the Edge of Death calmly describes how urban poverty was formed, how they live, and why more than 20 of them committed suicide at once in 1990. In this film, the director explains that people who moved from poor countryside formed urban slum, and because they did not have formal education or asset, they worked as day laborers. Residence was one particular problem they faced as they lost their main dwelling area due to redevelopment. They start their day at dawn and work till night. However, these hard-working people do not receive any recognition from the society.",0.1619,/f4nwyFQ7Mcs3juNcL8bMveiRpkN.jpg,1990-01-01,Standing on the Edge of Death,False,0.0,0
False,,[53],126275,en,Force of Circumstance,A courier who represents Moroccan dissidents arrives in Washington with secret documents.,0.1547,/84dX1bHw4rIesUvNalPqqc9Ax9s.jpg,1990-06-01,Force of Circumstance,False,0.0,0
False,,[18],471194,fr,Yelbeedo,"On their wedding night, a couple rescue a baby from a garbage bin only to adopt it some years later.",0.0858,/ao2qxnWSTLCVZijVDDYuPpsippV.jpg,1990-01-01,Yelbeedo,False,5.0,1
False,/ms4y2vhF3uNLB3sWMvQ6NsAkFBf.jpg,[16],165220,en,The Mind's Eye,"The Mind's Eye is a compilation of experimental computer animations from when such technology was in its early infancy. The animations are from various studios, having been arranged in a sort of ""2001"" evolution-timeline theme, and set to synthesized music. These pioneering CGI projects later gave rise to films such as Toy Story, A Bug's Life, Antz, and Shrek.",0.1249,/8owGK5kSi9Hodybs3fQjRMZq0ht.jpg,1990-01-01,The Mind's Eye,False,7.5,11
False,,[],679620,es,"Violaciónes, casos de la vida real",,0.1192,,1990-01-01,"Violaciónes, casos de la vida real",False,3.7,3
False,,"[10749, 18]",482964,sl,Decembrski dež,"In the revolutionary year of 1968, Stane is an active rebel student. Mojca is a freshman, has a boyfriend named Vid, whom she met at the carnival party. There she also met her later husband Stane. Vid leaves for military service, while Stane successfully avoids it. During the glorification of this event, Mojca and Stane come together intimately. Upon his return from the army, Vid discovers this love triangle. Stane and Mojca get married. The death of the child and the awareness that Stane is cheating on her, leads Mojca to divorce.",0.297,/Aj0rQoPpPEVuSOO11NrUUFOa1xf.jpg,1990-05-29,December Rain,False,0.0,0
False,,[35],679589,es,Dos judiciales en aprietos,,0.119,/h64JWNU1G2uQh8fYwwwwgCAfJZi.jpg,1990-07-14,Dos judiciales en aprietos,False,5.0,3
False,,[80],1048890,pt,Júlio o Rei dos Vilões,,0.1347,/3jFS4EnOOs1O3eYlQCjXZb8vff5.jpg,1990-07-19,Júlio o Rei dos Vilões,False,0.0,0
False,,[],786669,de,Zwei Männer und zwei Frauen,Vexation game - a thriller about our feelings and the affairs of others. Two are happy. Four are confused. The audience still think they know what is going on. Reality is but a question of perspective.,0.098,,1990-04-01,Zwei Männer und zwei Frauen,False,0.0,0
False,,[],145426,hi,Thodasa Roomani Ho Jaayen,"Binni lacks self-confidence and is annoyed by the constant unsolicited advice from her family. However, her life takes a turn when she meets a magician.",0.1078,,1990-11-18,Thodasa Roomani Ho Jaayen,False,5.0,1
False,,[],1280395,tl,Ibabaon Kita sa Lupa,The big-screen adaptation of the popular action radio serial drama,0.1004,,1990-06-20,Ibabaon Kita sa Lupa,False,0.0,0
False,,[],782561,ml,Pavakkoothu,"Prakash, a married man, falls in love with another woman. His wife and girlfriend become pregnant at the same time and he tries to keep it under wraps.",0.1001,/tHVRht5tEKAGlSocb5FGBtT4Hit.jpg,1990-05-01,Pavakkoothu,False,0.0,0
False,,[10751],650814,ro,Taina jocului de cuburi,"Răducu, a little boy, spent most of his time in the mountains with his grandparents. But now he has to go back to his parents in the city and join a kindergarten.",0.1105,,1990-04-09,Taina jocului de cuburi,False,4.5,2
False,/amNKVDSv73qD7GquRQmgsduRhei.jpg,[10751],603537,hi,Bahaar Aane Tak,The lives of two friends are turned upside-down when someone from their past returns.,0.1026,/dkAG9Vn46ASflCSfBO1q67XVrC3.jpg,1990-12-07,Bahaar Aane Tak,False,5.5,2
False,,[],441709,en,Expanding Visions: An Introduction to the New Age Movement,"This video covers the Los Angeles Whole Life Expo, in which cultural leaders of importance to the New Age movement are interviewed and vendors promote wares.",0.1635,,1990-02-14,Expanding Visions: An Introduction to the New Age Movement,False,0.0,0
False,,[99],864741,en,Rossellini,"A profile of the film director Roberto Rossellini, looking at his life, personality and films, following his career and his relationship with Ingrid Bergman.",0.1605,/BKcyaSt3kff6sBcsGb6UjVaBcS.jpg,1990-01-01,Rossellini,False,0.0,0
False,,[18],597234,ko,캬바레부인,"Ina, a native of Cabaret, uses Mimo to manipulate a politician, chaebol II, and tries to steal large amounts of money. She is rich in material things, but she wants true love. One day, Inae meets a young man who grows a plastic house and is helped by both his sincere and sincere appearance. The two fall in love. Ina acquires Cabaret and gives him management rights. Min-woo, who met a new rookie Seon-hee, shares her secret love with her and refuses to even ask for Ina. However, Sunhee is disappointed and hides traces of Minwoo who loses his love because of money. At the beach, they reunite, but Sunhee turns around. On the other hand, Inae, who lost her frustration of last love, dreams and hopes, herself lives. Min - woo repent of the calculated love and mourns her unhappy life.",0.1132,/jDgj4NUHoQY3TlDCdqFXMUCMffU.jpg,1990-12-11,Mrs. Cabaret,False,0.0,0
False,,[80],374103,de,Die Kupferfalle,,0.1339,,1990-01-01,Die Kupferfalle,False,0.0,0
False,/nwrGizstDLCvelvG5iX59SOehkh.jpg,[18],58454,fr,Gaspard et Robinson,"Two underdogs, Gaspard and Robinson, welcome an old woman, Mamie, whose family has left on the roadside.",0.1325,/ot7jm2x0OXpgRGBGP8n9DnnMcjf.jpg,1990-12-19,Gaspard and Robinson,False,6.429,7
False,/pYC1HVLYPoUmMVp6PzBDEcrZN45.jpg,"[18, 10770]",918115,fr,Lance et compte: Tous pour un,,0.1859,/5gTKY0ghYBcSBbJ6vnkhJWSYjnM.jpg,1990-10-10,Lance et compte: Tous pour un,False,0.0,0
False,,[],818681,fr,La Jeune Fille et la Mort,,0.0825,,1990-07-04,La Jeune Fille et la Mort,False,0.0,0
False,,"[99, 10402]",716319,en,Woodstock: The Lost Performances,A compilation of some of the performances that didn't make it into the original Woodstock documentary.,0.09,/9wdoHHQnNpOmedVvPFY35ZaMve9.jpg,1990-01-01,Woodstock: The Lost Performances,False,8.0,1
False,,"[27, 10770]",424098,es,El motel de la muerte,Murders take place in and around a hotel. Debuted on Mexican TV.,0.1191,,1990-01-01,Motel of Death,False,5.0,1
False,,[28],147757,en,Operation Las Vegas,"Richard Harrison fights mobsters, terrorists, and ninjas in this no-budget flick.",0.1235,/oJ5X3MAyfhMfH5IoNewtT1L9D8s.jpg,1990-04-27,Operation Las Vegas,False,3.0,1
False,,"[28, 27, 53]",399004,en,Highway to Hell,Escaped mass murderer goes on a rampage and is hunted by the cop who sent him up the first time.,0.1043,/yru27Gq9s9JGkuHDAIe132IOmGE.jpg,1990-08-10,Highway to Hell,False,6.2,8
False,,[10749],40907,te,బొబ్బిలి రాజా,"Raja, who has always lived in the jungle with his mother and grandpa and Rani, daughter of the minister who has had all the comforts of life. How they come together and fall for each other is what the movie is all about.",0.106,/8p7vTnVifwpiGTgQQo2Jzpu4ujc.jpg,1990-09-14,Bobbili Raja,False,5.75,4
False,,[],938897,ur,بلندی,"Shaan gives a doll to a crying little girl Reema, when he was only around four years of age and after that both become friends.Their families then split for good due to hatred among them but Shaan and Reema meet each other again without knowing their past.",0.1551,,1990-06-01,Bulandi,False,0.0,0
False,,[],575208,fr,Une partie de campagne,,0.1387,/8O2Rr7arDY6WCuRwHVY3Ita5Neq.jpg,1990-01-01,Une partie de campagne,False,0.0,0
False,,[18],282380,ru,Кома,"While detained in one of the Soviet Gulags (prison work camps), Maria fell in love with and had a child by one of the camp guards. However, in order to save her baby, she was manipulated into a situation where she had to betray her lover. The main attraction of this film is the clear depiction it gives of the harsh conditions of life in these infamous camps.",0.0935,/1aVqQU1hdXpSkMOlp0fUttplBIQ.jpg,1990-05-01,Coma,False,1.0,1
